Request,Politeness
"Thank you much! May I call upon you if I make mistakes or need help, then, please?",1
"Hi Thunderbrand, thanks for letting me know that the image I uploaded is on IFD. Can I ask though, why is the image being deleted?",1
"See <url>. I assume you didn't mean <url> ?",0
"I figured that. Is there anything else I need to do?",1
"SPI is not for just simple yes no answers. Why did you not warn the Minneapolis IP, they are warring as much as Bb23?",0
"Many thanks for your correction on that article. I've been meaning to expand the content, but this might be quicker to address in the short term: I think it may be better to change consisting of to composed of, based on reading some stuff from your user page - thoughts?",1
"Ok. By the way, may I note that is an excellent resource you have there. I noticed the other day that we had acquired a list at <url> of unproduced scripts/stories - it seems entirely genuine and fits with material I have read elsewhere but was uncited - I wonder if you could help find a source for it?",1
"Hi ER, which Bio. do you think could use a little of my majic (smile)?",1
"Hey Love, as you wish, if you have any suggestions about my section, let me know. Is English a second language for you?",0
"Yes, and there has been a user from an AOL IP who has been trolling Pilotguy for weeks. Why must you blindly disagree with everything anyone says to you?",0
"Hey, Rcej! ;) Would you be up to reviewing <url>?",1
"But ATT is a re-statement of NOR and V. We don't need a re-statement of them and then call it RS. What would be the point?",0
"I based my sentence on the citation. Are you saying the citation is wrong?",0
"Figures as much. What's wrong with it?",0
"Nice work so far on your rewrite of The One After the Superbowl. Are you planning on including info about the Diet Coke fiasco?",1
"Is it your view that the United States Senate doesn't have any credibility? Or are you of the view that some cyber truck that zooms around the WWW must have bumped into the web page by accident and dumped stuff endorsed the United States government?",0
"What are you having a problem with? Are you having trouble with the ssh authentication?",1
"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious. Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?",1
"Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?",1
"Hi Emily! Do you have any ideas about a topic yet?",1
"Hi, Jpa! Why not archive the old discussions on your talk page?",0
"Why are you trying to delete my user page, literally less than a minute after I began it. You are allowed one so why not me?",0
"Thanks for the redactions :). Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?",1
"I was thinking that it would be appropriate to <url> <url> for the front page on April 16th, 2008, the one-year anniversary of the event. What do you think about that?",1
"I actually went to the long term abuse page right now, and tried to block them, but it seems that those accounts don't exist. Have they been listed incorrectly?",1
"What are they? Where did that offensive photo come from?",0
"Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?",0
"I actually know nothing about karate, but you look to be doing a good job with your work, and I'm just here to say sorry really that some of your articles got deleted. Which artiles got deleted?",1
"All is good here, hopefully the same with yourself. How many English first-class cricketer you think we've got to get done in total?",1
"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",1
"What's with all the crap behind him? Was this at a signature desk?",0
"I'm trying to keep Minority Report as a GA, and the <url> requested for copyediting - but didn't give examples to cleanup. Can you give me some input on what to rewrite?",1
"What's going on? Why did you revert my edits to those articles without any explanation?",0
"Hm. Am I imagining things, or does <url> seem familiar?",0
"Would you be willing to do another pre-FAC review of a different article for me? Specifically, the John J. Tigert article?",1
"I did not think that was a refinement. How were those categories not appropriate?",0
"I would like to nominate you so that you could become an administrator. Would you accept or not?",1
"I like yours better, it's less demeaning. This is pretty new to me... should I remove it or leave it?",1
"Wassat? LeaveVissToYou?",0
"In terms of suitability for an article, as I understand it, Merrill's claim to notice is due to the company (work done by SOM, size of SOM, etc), and also because of the important changes he made to that company. Is that roughly correct?",1
"Hi Orlady, I wanted to seek your advice....Information on FIBAA is available in the German language on Wikipedia : http://de.wikipedia.org/wiki/Foundation_for_International_Business_Administration_Accreditation. Is there any chance to have it in English?",1
"Thanks for the referrence. Do you have any other response to the Bozo who doubts notability?",0
"One more thing. How is the policy of you're not allowed to block someone for personally attacking you unworkable?",0
"Please explain why you continue to <url> <url> <url> over the folk magic/Christian revivalist wording in the lede despite the clear consensus against you. You have not gained any favorable comments for your position in the RFC (which in fact is about the treasure seeking sentence you want to add and not about rewording or removing the existing sentence), so on what basis do you claim preeminence for your preferred wording, or for removing the sentences completely?",0
"Actually, I think I should route these terms (seismic design, and seismic engineering) to <url>. Does that sound like a better idea?",1
"Why the removal of the citation dealing with coriolis? Was the proof not within the citation, or was the citation not considered primary?",0
"? What?",0
"Are you kidding me? Do you even bother to click on <url> to see its fleet?",0
"Hi, I noticed you blocked '''BPRD Agent''' with no expiry time with reason: ''Vandalism-only account; see contribs and deleted contribs''. Um, isn't the Deleted Contributions only restricted to administrators?",0
"Hi Pete- The user Darmi on <url> says that footnotes are used on Wikisource, and he has two pages to show for it. What do you think?",1
"Regarding <url>, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?",0
"The Nyan Cat is a flying cat with a toast instead of its body. Isn't quite similar?",0
"...just vandalized my page again. What level warning is appropriate?",0
"Would you email me with any points/incidents you especially want me to be aware of? Do you think Jimbo will be willing to pass this to the arbitration committee?",1
"Saw your edits on <url> - all good - but I have a question. What does collapse <url> mean in your edit summary?",1
"Hi 72Dino, I was going over the talk page for vector when I re-read that you had found a tax document for '09 regarding discussion on Vector's contributions to the charity fund. Could you please provide a link for my personal review of that Document?",1
"In case you didn't realize, one of the first things they states on that article was that if the information on a main or major character becomes long, then it warrants its own article. So, if that the case, then why did you merge <url>, since his article is long and he is the main character on <url>?",0
"You have reverted four times, Sarek three times, and an IP once. Do I take it that you are declining to undo your edit?",0
"<url> apperantly we need a source...do you have one...??",0
"Huh, looks fine to me. Maybe this computer just lies to me to get me to shut up and stop complaining?",0
"No, just admire them from a distance of a couple of centuries! You?",0
"Do you really think it is necessary to do that? Could you not simply take my advice on board?",0
"Actually, I thought that I was moving to the end of the list. I must be missing what is the issue with putting a (revised) picture at the end of the list?",0
"Actually, that's again a misromanization. Would you ''please'' stop this insanity?",0
"Since your tube station articles don't actually contain any information, what is the point of them? Why not put them together and work them into an article that says something interesting?",0
"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?",0
"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style. Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?",1
"What do you mean log in repeadedly? I just keep clickin' what button?",0
"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",1
"Hardly. Does the <url> exercise executive control over Northern Ireland?",0
"Again, why are you simply reverting wholesale and without any explanation? Would you rather the article be out of line with the policies and guidelines, among other problems?",0
"After having collected some users willing to come, I created <url> subpage. Would you be so kind and add your ideas?",1
"Thanks for your response! How should we proceed ?",1
"I assume you were directing these comments to Malcolm, who was reverted by multiple people (and who blatantly violated the 3RR, as pointed out on his talk page). Correct?",0
"Ah, thanks! Btw, IS THERE any kind of guideline for FAs in regard to lede length somewhere?",1
"<url>. Or is it just me?",0
"I hope I don't upset anyone by jumping in univited, but why are self-created images any different than those found elsewhere so long as they comply with all of the non-free content criteria? Is this caveat hiding in a talk page archive somewhere?",1
"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",0
"Hi again! Have you had a chance to get it lately?",1
"I asked it before but I'm asking it again: Was it a Basque state? Can we say that?",0
"Thanks for helping to source alternative names...helps quash everyone including his/her favorite. I don't have that ref handy--does unofficial mean lots of people call it that but WMATA doesn't, or it's often called that as a nickname even in WMATA or other formal documents?",1
"I've made a start to putting the list in chart form at <url>. Can you think of any other columns to add?",1
"Really? When/where did that happen?",0
"Hi MariAna, there are just a couple of outstanding issues with the article. Could you have a look at them so I can get the GA closed in the next few days?",1
"Sure AGK. Does the draft need to be updated to include the tweaks?",1
"Odder in what sense? Also, why are you still delaying?",0
"Also, 'topological proof'? Isn't 'proof' a bit strong?",0
"Why was <url> deleted when it was simply a crop of <url> which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",0
"@Smjg, thanks. But why did you also remove the categories I added?",0
"I think a bot could come along later and remove those double returns. Is there a way of coding a space into the template itself?",1
"i made a mistake on adding a colon on <url> and it can't be reverted. Could you help?",1
"Interesting. May I venture to enquire why?",1
"Thanks for the advice but that's why I remove the Thank you for your contributions on the welcoming template. Is that still okay to do?",1
"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",0
"I'm an admin, I'd be happy to do it. You want me to do it now?",1
"Since working on the article you wrote, I have become fascinated with this band. Is any of their music availabe online?",1
"It's not my job to add the Bronze Age material in the article on <url>, so please refrain from removing existing material just because you haven't made any effort to add the Bronze Age content. OK ?",0
"I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?",0
"What, you are saying that nothing published at mises.org is a reliable source? What is your basis for asserting that?",0
"Why revert? Shouldn't it be included somewhere in the discography?",0
"Thank You. What is The Prince of Santorini anyway?",1
"What is your source for the PD Seantors? There is no news on RTE, ireland.com or the PD website?",0
"hahah, thanks! Must admit, when I saw the title of this section I was thinking oh lord, another what-is-the-wiki-coming-to comment.. :p. How goes?",1
"I am currently writing up an RfA for Chacor. Can you check with the other Arbcom members and make absolutely sure that he's authorized to run?",1
"In this <url> there was a loss of some info. Was that intentional?",0
"Wow, you waited a whole ten minutes. What's the problem?",0
"Provocations? How is it provoking to suggest to an American-expat that calling people in Taiwan Taiwanese is not controversial?",0
"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",1
"Looks good! Did you check out <url>?",1
"That said, why remove any mention of the way the incomplete? This seems especially relevant because the American production ended in the same way, with no word from the editor stating that the perfect edition ending would be released?",0
"Cool, I'd be happy to help out. :-) What kind of things are you thinking about removing or adding?",1
"Hi David, you're good with images. Anything you can do to clean up <url> so it's useful on ITN?",1
"Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?",1
"Hi Hektor. Could you please provide a rationale tag for this image?",1
"You make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to liberal, but keep the phrase conservative Independence Institute. I see POV-pushing when that happens. If you're so concerned about adjectives, why not edit the articles about AEI or Heritage or Americans for Tax Reform?",0
"I think it's time we considered a perma-block on the IP in question. Comments?",1
"Hi. With only a little over one day remaiming and <url> not editing and not contributing to the case as yet are there to be any known deviations from the standard procedure?",0
"Erica, I understand you are a figure skating enthusiast. Are you still active in those types of articles?",1
"I have no axe to grind on this issue; I just want to understand: Why you consider hammerpond.org.uk a spam or conflict of interest link? It doesn't seem to be advertising or promoting anything?",0
"I wondered if you could recommend the best book on <url>. FOr Christmas, what would be the most detailed book (with lots of beautiful photographs) of Ladakh?",1
"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?",1
"Testing, testing, 1,2, 3, are you still alive? Where are you?",0
"What?! Why did you resolve this without dealing with the User I mentioned?",0
"Why can't you just remove the offending phase and repost your comment? This resolves the situation, does it not?",0
"<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?",0
"I'd be happy to help but I don't speak Ukrainian. What do you need help with?",1
"Thanks for your assistance in the review of the Brian Keith review at the DYK! The user has cited the Internet Movie Database before?",1
"Hi reinyday - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?",0
"Thank you for the rollback. Does it appear in <url> or only in the history?",1
"I see this page is indefinitely semi-protected. It's been over eighteen months: mind if I give unprotecting it a try?",1
"The text of your warning <url> made me smile. Did you really think that if China got a new Prime Minister as of today, and a female one at that, it wouldn't be all over the news, and the link to this person would be red?",0
"Hello - some of your writing is a bit hard to understand. Is English your first language, out of curiousity?",0
"...and, really, BeeGees? And not Peter Frampton?",0
"Do you still take photos in Jefferson Parish? If so, would it be alright if I posted some photo requests of some parish high schools?",1
"Am I indeed dishonest by responding to you? Is <url> correct?",0
"From this end it looks like it might be working again. Could you try sending something to me via WP, please?",1
"Sorry for the late reply, but I usually check new additions from the bottom of the page, not the top. What is your disappointment regarding?",1
"I've restored the histories of the userboxes; however, I would think it better to move them rather that cnp-move. Do you mind if I migrate these to your userspace for you?",1
"Hey Jondel. I was wondering, since Interlingua is basically resurrected Latin, k and w are basically nonexistant in Interlingua, right?",1
"You mean the higher solubility in the ocean? Solubility of what?",0
"#I am still convinced the long page on prostatitis (a misnomer in the case of CPPS) is confusing, with too many sections and subsections, and would benefit from restructuring and the creation of separate pages for each area, or at the very least the removal of the CPPS section to its own, in depth page. You were the only editor to object to this going ahead, with this comment: So, suggest keep this on hold for now, but in principle one might similarly split off other classification categories with this then just umbrella simple introduction. Do you still hold this view?",0
"Thanks; what should I do next time to make it easier, quicker? Just let you know?",1
"I do not know what you mean by important links as you mentioned on my talk page. Will you please clarify?",1
"i searched through the history and the question at http://en.wikipedia.org/wiki/Talk:Telephone_numbering_plan#coincidence.3F relates to infomation <url>. could you possiblly answer it?",1
"I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",1
"Please see our ongoing discussion <url>. Is this how you properly send a message?",0
"Are you both Dribblingscribe and Indiestu ? Do both those accounts belong to the same person?",0
"This is now ready for transfer. I will leave it up to you if that is OK?",1
"''Images with iconic status or historical importance: As subjects of commentary.''. Listen, it's just trivial to look up, could you take the care of actually reading these policies before arguing over them?",0
"If you have time could you look at <url><url> on the <url> article. I'm wondering what your thoughts are in terms whether it should go or stay?",1
"I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?",1
"That might be very helpful. How can I get it?",1
"The PressTV references in Wikipedia's Turkey-PKK Conflict article are not the same, but the titles are wrong. If you have time, can you correct the titles?",1
"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",1
"Anyway, the point is that the bot is editing against <url>. Can you let me know whether you intend to continue or whether we can agree that you'll stop using it to do this?",0
"Thanks. Before I use, is there are way to deny the bot only within a portion of an article rather than the entire article?",1
"Maybe it would be better if we never talked directly to each other ever again. Agreed?",0
"Wait. Unless ''you'' need it repaired and updated quickly ?",0
"Howdy Mattisse. Haven't I seen you on hockey articles, years ago?",1
"But do you think you can take your concerns to the talk page? Crazy notion, eh?",0
"SE, I've briefly blocked your bot because I see it's changing embedded links to footnotes again, against <url>. Did you discuss with anyone that you were doing this, or get permission to use it?",0
"It's placed outside of the article body, not randomly put in the code. Why such shuffling is a proper CHECKWIKKI task and why does it warrant saving an edit?",0
"These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?",1
"This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?",0
"Rather than tell me how wrong I was to close certain afd's maybe your time would be better spent dealing with the current afd backlog <url>. If my decisions were so wrong why haven't you re-opened them?",0
"Yep, no worries. What's the article?",1
"I have listened to the beginning for your recording of Thomas Jefferson and nothing is mentioned that Thomas Jefferson owned slaves or Thomas Jefferson and Sally Hemings. Why?",0
"Sorry for not replying sooner. What would you like done with your page?",1
"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",1
"I have noticed that your objection to someone who unilaterally stops a straw poll. What, then, do you think of somebody who unilaterally ''starts'' a straw poll?",0
"Thanks for <url>. Do you think you could do the same for <url> and <url>?",1
"How many other states follow the same pattern? And do we really need it to?",0
"So I have no authority and am not the chief ed, but you have the authority to give me chances. Are you the chief ed?",0
"CW, you are aware that Lebanon isn't Hezbollah, right? In the same way that Ireland isn't the IRA?",0
"This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?",0
"LOL, I can't believe you reverted Kizzle's deletion of my summary at S & aQ. Did you actually like my summary?",0
"Why can't we do like IMDB and have multiple ratings? Is it that simple, or am I crazy?",0
"The Birr page looks good now... but, it seems a little strange to make a distinction between Abyssinia and Ethiopia, as if they were two different entities. The native name was ''ityoppya'' (Ethiopia) long before 1931; in that year, the Emperor formally requested the international community to begin using Ethiopia instead of Abyssinia, much as the Shah, around the same time, requested the use of Iran instead of Persia for his country (and it was also around this time that Siam became Thailand, I believe...) Anyway, it might make more sense for one box reading Abyssinia / Ethiopia in place of the two separate boxes...?",1
"Hello. Can you please pass the pilot whale article?",1
"Someone has moved this article to <url>. Can you please move it back?",1
"Why did you remove you comment on the talk page? Did you change your opinion?",0
"So, let me make sure I understand this. You think that, if we remove an image as it does not meet the NFCC, you would then be able to upload the same image, only this time, it would meet the NFCC?",0
"It is fair use. And, I have no free alternative in the context of Sugoroku Mutou. Now, why don't you find me a replacement picture in the context of Japanese names, and I will accept the removal of the picture?",0
"I just logged in for the first time this weekend. Do you want me to run through or have you already started?",1
"How do you know the author/uploader of <url> intended it to be licenced under the copyright licence that you attached to the file with <url> Are you clairvoyant or did the uploader tell you this was his wish?",0
"I'm doing the same. Hey, can you please tell me if <url> has been fixed enough by being stub-ified?",1
"Thanks for the help on the sides of leather question. I'm interested in citing the dictionary in the article as a reference for the meaning of sides, but I'd like to have a little more data first u2014 what year's edition of the OED did you cite?",1
"Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?",1
"You have a lot of cheek marking <url> with <person> without actually taking the trouble to say what needs fixing. If you're really someone who is able to contribute with a professional level of English, why not display this supposed proficiency rather than engaging in the illiterate practice of adding templates with tools?",0
"It's not a ban, it's an indefinite block. He'll know about it when he tries to edit and he'll know that it was me that blocked him, so what's the pint of telling him again on his talk page?",0
"Jeff3000, thanks a lot for your help with the article. But I'm just curious - why was the link to the article for Advent of Divine Justice deleted?",1
"There you go, it's GA now. Have you done anything else that's gotten to GA?",0
"No problem, but since I don't know anything about cold fusion, I've had to go by the description. (I've left out the thermistor and heater to keep the diagram simple, I can put them in if you think them important) Is the diagram ok I do you think it needs any changes?",1
"I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?",1
"Which link are you referencing? Anyway, TTN, that another phony or is that you on WikiQuote?",0
", and <url> hot. What more could a young man need?",0
"Thank you, I was wondering what type of unit this was. Civil Defence, some kind of police squad, or perhaps even Freikorps?",1
"<url> was a bit bad form. Think twice before you do it again?",0
"Hi Zaps, I've noticed that you edited the abovementioned article. Could you please provide your sources?",1
"Thanks, I tried to do that but don't know how to do it? Can you help?",1
"Hi. The font-size for the links in this template may be on the small side, but it seems to be floating okay -- or do I need to check more places where it's used?",1
"I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?",0
"Thanks for approving my request. Should I remove my request?",1
"Interesting. Would you mind asking at which Sae Gae seminar on what date it was taken?",1
"Many thanks for the review. So what was the truce term ''you'' used when little then?",0
"Why can't it just be fixed? There are other tables on wikipedia that aren't working properly, perhaps nobody noticed?",0
"You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?",1
"I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?",0
"Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?",1
"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for consumer electronics tech support see who comes first).We are here to server the community - why do you find it so offensive?",0
"I'm not even sure who this person is! Which page is this about?",0
"Hey there; I saw that you took the time to edit the Valletta article, but didn't remove user Jasalf's edit. How so?",0
"<url> is, in reality, a good guy, and quite reasonable. I'm confident that he'd be happy to help work with you on any image problems -- remember how you and I started out editing together?",1
"Without making a comment on the underlying coverage of the site being down, your edit comment <url> indicates a <url> violation. Under what logic do you propose that you have authority to set policy over the article?",0
"So you are still sidestepping the question. Please answer it directly: please answer my question, clearly: are you saying is that you cannot use the wiki to edit cooperatively with other people on the same text, or are you saying that you can use the wiki as it was intended and edit a single text cooperatively?",0
"thanks for working on that. but... what is the difference between what you added to the intro, and what was already written below?",1
"I see you ended the AfD on <url> and removed the tag. Will you remove it on the other two articles that were proposed along with it, <url> and <url>?",1
"<person> - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?",1
"I'm currently considering nominating you for adminship at <url>. Are you interested?",1
"Its been over a week now and I see you still haven't passed or failed the article. Made a decision?",0
"Ha, you're too kind to me, my old friend. MK one day, promise?",1
"Unfortunately for those who like railroads, it's been closed again! DOn't you people have better things to do?",0
"Are you unable to pee with a half filled bladder???",0
"Very true. Out of interest, what do you make of the new kits(s)?",1
"I think we're not going to convince each other today. Thank you for the enjoyable debate :) Should we just agree to disagree for now?",1
"A remarkably modern-sounding name for something being applied to articles on people who've been dead for centuries. You really think it's appropriate for <url> ?",0
"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",0
"Unfortunately, I have no clue what you mean. Can you point me to a page that has such a feature?",1
"Please discuss general principles on <url>. Do you think there should be a controversies page, or do you think the controversies should be integrated into the mainline texts of the various Giuliani articles?",1
"Good find. Do you have a cite for the second para?",1
"Excuse me? What are you accusing me of doing?",0
"The <url> has a request (header <url>) left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",1
"The reason given on the <nowiki><person></nowiki> tag (''Non-notable book promo'') seems to have nothing at all to do with the article. Is this on the correct article?",0
"I think that the standards should not apply to animated pictures like ''Tintin'' where start of production is a fuzzy limit. After all, do we have proof that the production of ''<url>'' or ''<url>'' is more advanced than the one of ''Tintin'' ?",1
"It seems you have been investigating this administrator and have brought up several incidents in your evidence based on that. If possible, could you please link to the feedback that Dreadstar has received as an administrator during/after each of those incidents (and if there was no feedback to any of those incidents, could you please let me know in reply to this)?",1
"Cactus League, eh? Let's see... what does Liebman have in common with the type of pain you might get from a cactus needle?",0
"I will take out Haskett in deference to you. OK?",0
"thank you. any clue what happened?",1
"I put both in the first sentence, to show a range. Is that OK?",1
"Testing, testing, 1,2, 3, are you still alive? Where are you?",0
"just look out or you'll regret!OK, stop here, go to bed. Have U done Tourism Report yet?",0
"He's back with yet another IP, leaving abusive and harassing messages on my personal talk page as well as here. Is there anything that can be done to end his disruption for good?",0
"Thanks Bro, it is better to ask is the stead of jumping out and getting a disgruntled Admin on my back. And why would you continualy :: bludgeon yourself over the head with your keyboard when you have my jokes?",0
"Hi, I did post at <url> about the new Civil Ensign for Jersey but I've not had a reply yet. Any thoughts?",1
"Most of the editors who would care about the deletion of KiK's threads are the ones who would agree with him, so it's pointless to warn them. Hell ... come to think of it, hasn't KiK been all over their talk pages, with them high-fiving each other?",0
"Just a question about the maintenance categories that FemtoBot automatically creates each month: I've noticed that the bot is frequently forced to recreate old, long-deleted monthly categories in the <person> queue, because an article got reverted to an old version for one reason or another and resulted in the old category being temporarily repopulated again. I'm just putting this forward as an idea for discussion, and am certainly not wedded to it u2014 but just to keep things simpler for everyone, I wonder what you would think about the feasibility and/or desirability of recoding the bot so that when it encounters a repopulated old maintenance category, it would retag the article to the ''current'' month instead of recreating the old one?",1
"OK, so a website might not be reliable even if its sources are (despite the convenience in showing both on wikipedia for guidance, as mere reading material). But what you failed to explain is... WHY IS THIS PARTICULAR AND UNMENTIONED BY THE RULES WEBSITE UNRELIABLE?",0
"Hey Alex... I just emailed a United Kingdom professor, intending to email a University of Kentucky professor. If he expresses interest, are you the person he should talk to?",1
"Also I am willing to resume the discussion between you me and Direktor about the Legacy section. Would you be able to let me know on my talk page whether you are willing to do that in the near future?",1
"I figured I would ask you directly, since you objected to my original draft, and it seems to be difficult to workshop specific problems in the general discussion taking place at <url>. How is <url>?",0
"Okay, so yeah, it's possible that that's his intent, but I even if it were, I don't see why the file has less value. Are interviews with BLP subjects not considered valid EL's general?",0
"Thank you for contacting me, the history has been restored given the link you provided. Would you mind assisting with sourcing of the article so that it complies with <url> policy?",1
"I see that you are becoming a little bit paranoid. Do i need to do a check user for you ?",0
"I noticed you're setting up s-line for DART but having trouble with the termini. Can I be of help?",1
"I understand, it could be quite time consuming. Maybe we could do a collab for an article related to Thalia (once I'm finished with some work)?",1
"I'm sorry, but I don't see what you're talking about. Could you be more specific?",1
"That is why I suggest the following: either we refer to him as u201cSouth-Netherlandishu201d (like he is described on the Dutch Wikipedia page) or we omit the nationality completely and we just mention the cities he lived in. Does this seem acceptable?",1
"So why didn't you just look through the source, to see if there was a number there? Or why didn't you simply ask the editor on their talk page?",0
"Look dude, <url> was ALSO just deleted. What makes 2005 so special?",0
"I have absolutely no idea what you are talking about. Please be more precise?",0
"Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?",1
"Did you see JzG <url> James Cantor that his alleged COI prohibits him from editing any BLPs related to his academic field? Didn't the AN discussion after the last round actually repudiate JzG's stance on this?",0
"Die Person, die Probleme macht, ist jetzt in Schwierigkeiten. Vielleicht seit langem?",0
"Same with the vandal over at <url>. I don't think enough people watch that page to get a consensus on protecting that page--what can be done in the meantime?",1
"Hey, look at this, I don't even know your name! Quel est votre nom, Mademoiselle?",0
"I could take a peek, at least. What problems are you having?",1
"Are you trying to help him milk the publicity over the WR incident? if it ends up on google with lots of nns why would that matter?",0
"I think it is a great idea to merge my Geraldine Jones article to the flip Wilson show article, but I don't know how to do that. Can you help me?",1
"Firstly who are you? Secondly there seems to be a lot more people involved than just Node ue thirdly I don't care what his view is as long as his edits are neutral, which edits do you dispute?",0
"I've finished with that category, yes. Would you like a hand clearing it?",1
"You are very welcome. Isn't it great we can all create a better world?",1
"Hello, again. Would you care to intervene at <url>?",1
"He's now been asked if he is ''the'' Alex Salmond and if not he should make that known. Imagine if he was?",0
"You're acting very oddly today: You've just reverted two separate edits on <url>, saying they were the phrasing of the Lancet, but neither references the Lancet, and it seems unlikely that both would have the same statement applying to them. Have you been hacked?",0
"You really want off here, dont you? I've already posted the incident on the incident board and you still are keeping it up?",0
"I look forward to your genre plan. What do you have in mind?",1
"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",1
"I'm always behind the times. PS- When did you guys decide to ''remove'' the Quebecois nation resolution from that article's introduction?",0
"Started, shall we post on the <url> page and ask for others to collaborate. Is that a good use of the WikiProject?",1
"Hi, I'm new to RC patrol, and I was wondering how you do the 'reverted edits by X to version by Y' edit summary. Is there a shortcut to reverting an edit?",1
"in this case the noun has to be capitalised, so Erdene Zuu monastery would be Erdene Zuu Monastery. And why did you move <url>, what other monastery with this name exists?",0
"Where is the vandalism? Diffs?",0
"The source on the Daniel Larsson page looks good enough. Perhaps someone at Swedish interwiki might know of other sources?",1
"You do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. I can't see any advantage to having this crap floating around for 5 days - can you?",0
"Yes, the licking my balls thing. Why am I not surprised that that was his work too?",0
"Thank you very much for fixing the broken references in <url> and related articles. Are you planning to fix them in <url> as well?",1
"Hey friend, you are missed on here. What's up?",1
"Maybe others haven't noticed - or are too busy. If you are thinking what I'm thinking, why am I reverting so many of your edits?",0
"I am willing to try to discover the problem. What browser do you use?",1
"Okay thanks I'll try it! DId you choose the pictures yourself?",1
"<url> Am I missing something?",0
"Would you be okay if I seconded your nomination? Or would you prefer me to add as a support?",1
"Anupam, the etymology of ''chand raat'' Sanskritic, as stated in article is basically correct. Is there an issue?",0
"Wait, that wasn't the question, was it. What appears after these that I don't have?",0
"What's wrong with the standard NBA style for the userbox template? Why can't the Thunder's box look LIKE EVERY OTHER TEAM'S?",0
"Hello Alex! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",1
"Forgive me if you've already done this, but...Could you post a list of the listing codes (such as DO, RN, etc.) for possibly non-listed properties with reference numbers?",1
"It appears that you deleted my comments and vote on <url>. May I ask why?",1
"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template. Post THAT on your page and leave the regular one alone, OK?",0
"Sigh. Did arbcomm teach you nothing?",0
"Agian, wishful thinking is one thing, fantasyland, now back to reality, Can you provide me ONE journal, ONE book that mentioned the term palestinians before 1960's??? Why not?",0
"Thanks for the good advice. I still think the electric-shock-button idea is a good one though :-) You been having problems with images as well?",1
"????????????",0
